customer_id,num_orders_x,total_revenue_x,days_since_last_tx,recency_days,frequency,monetary,recency_q,frequency_q,monetary_q,RFM_score,total_revenue_y,num_orders_y
13341,1,775.8499999999999,260,260,1,775.8499999999999,2,1,2,5,775.8499999999999,1
13343,1,353.43,177,177,1,353.43,2,1,2,5,353.43,1
13345,1,389.50000000000006,287,287,1,389.50000000000006,2,1,2,5,389.50000000000006,1
13346,6,299.40000000000003,462,462,6,299.40000000000003,1,3,1,5,299.40000000000003,6
13347,1,341.36,69,69,1,341.36,3,1,1,5,341.36,1
13348,1,233.76,63,63,1,233.76,3,1,1,5,233.76,1
13351,1,373.94,65,65,1,373.94,3,1,2,6,373.94,1
13354,1,743.5300000000003,70,70,1,743.5300000000003,3,1,2,6,743.5300000000003,1
13355,1,674.7,121,121,1,674.7,2,1,2,5,674.7,1
13356,1,768.2400000000001,79,79,1,768.2400000000001,3,1,2,6,768.2400000000001,1
13358,1,439.03000000000003,268,268,1,439.03000000000003,2,1,2,5,439.03000000000003,1
13361,2,1450.5000000000002,471,471,2,1450.5000000000002,1,2,3,6,1450.5000000000002,2
13364,1,134.96,70,70,1,134.96,3,1,1,5,134.96,1
13367,1,510.2,431,431,1,510.2,1,1,2,4,510.2,1
13369,1,616.56,365,365,1,616.56,2,1,2,5,616.56,1
13370,1,1509.7400000000007,371,371,1,1509.7400000000007,2,1,3,6,1509.7400000000007,1
13371,2,2297.6600000000008,504,504,2,2297.6600000000008,1,2,3,6,2297.6600000000008,2
13372,1,378.64,89,89,1,378.64,3,1,2,6,378.64,1
13374,2,422.80000000000007,414,414,2,422.80000000000007,1,2,2,5,422.80000000000007,2
13377,2,1552.8800000000003,396,396,2,1552.8800000000003,1,2,3,6,1552.8800000000003,2
13380,1,62.4,432,432,1,62.4,1,1,1,3,62.4,1
13383,1,305.28000000000003,543,543,1,305.28000000000003,1,1,1,3,305.28000000000003,1
13385,1,534.5700000000002,329,329,1,534.5700000000002,2,1,2,5,534.5700000000002,1
13386,2,835.46,413,413,2,835.46,1,2,2,5,835.46,2
13387,1,189.43999999999997,416,416,1,189.43999999999997,1,1,1,3,189.43999999999997,1
13390,1,544.0799999999999,74,74,1,544.0799999999999,3,1,2,6,544.0799999999999,1
13391,1,59.8,203,203,1,59.8,2,1,1,4,59.8,1
13392,1,91.14,676,676,1,91.14,1,1,1,3,91.14,1
13398,2,670.3399999999999,191,191,2,670.3399999999999,2,2,2,6,670.3399999999999,2
13399,3,275.4,463,463,3,275.4,1,2,1,4,275.4,3
13400,1,310.83000000000004,582,582,1,310.83000000000004,1,1,1,3,310.83000000000004,1
13406,2,568.9200000000001,426,426,2,568.9200000000001,1,2,2,5,568.9200000000001,2
13407,3,2244.7000000000003,578,578,3,2244.7000000000003,1,2,3,6,2244.7000000000003,3
13411,1,213.55000000000004,106,106,1,213.55000000000004,2,1,1,4,213.55000000000004,1
13412,1,487.34999999999997,619,619,1,487.34999999999997,1,1,2,4,487.34999999999997,1
13413,6,429.44000000000005,639,639,6,429.44000000000005,1,3,2,6,429.44000000000005,6
13415,4,800.6700000000001,472,472,4,800.6700000000001,1,3,2,6,800.6700000000001,4
13419,1,221.05999999999995,63,63,1,221.05999999999995,3,1,1,5,221.05999999999995,1
13420,2,159.85,149,149,2,159.85,2,2,1,5,159.85,2
13423,1,217.02999999999997,428,428,1,217.02999999999997,1,1,1,3,217.02999999999997,1
13424,1,572.7699999999999,449,449,1,572.7699999999999,1,1,2,4,572.7699999999999,1
13432,2,439.1000000000001,570,570,2,439.1000000000001,1,2,2,5,439.1000000000001,2
13433,4,658.3200000000002,500,500,4,658.3200000000002,1,3,2,6,658.3200000000002,4
13438,1,46.5,546,546,1,46.5,1,1,1,3,46.5,1
13442,3,419.87,666,666,3,419.87,1,2,2,5,419.87,3
13444,2,631.68,373,373,2,631.68,2,2,2,6,631.68,2
13445,1,241.89999999999998,625,625,1,241.89999999999998,1,1,1,3,241.89999999999998,1
13452,3,729.8,258,258,3,729.8,2,2,2,6,729.8,3
13453,3,781.6899999999997,165,165,3,781.6899999999997,2,2,2,6,781.6899999999997,3
13454,1,219.86999999999998,640,640,1,219.86999999999998,1,1,1,3,219.86999999999998,1
13457,2,148.22,688,688,2,148.22,1,2,1,4,148.22,2
13459,2,1160.4099999999996,624,624,2,1160.4099999999996,1,2,3,6,1160.4099999999996,2
13465,2,931.1199999999999,445,445,2,931.1199999999999,1,2,3,6,931.1199999999999,2
13469,1,82.4,652,652,1,82.4,1,1,1,3,82.4,1
13470,2,165.0,98,98,2,165.0,2,2,1,5,165.0,2
13472,2,592.24,463,463,2,592.24,1,2,2,5,592.24,2
13474,3,663.7900000000004,235,235,3,663.7900000000004,2,2,2,6,663.7900000000004,3
13480,2,627.82,416,416,2,627.82,1,2,2,5,627.82,2
13482,2,336.0900000000001,231,231,2,336.0900000000001,2,2,1,5,336.0900000000001,2
13483,1,140.34000000000003,65,65,1,140.34000000000003,3,1,1,5,140.34000000000003,1
13484,3,790.7199999999999,240,240,3,790.7199999999999,2,2,2,6,790.7199999999999,3
13490,1,154.25,653,653,1,154.25,1,1,1,3,154.25,1
13493,2,618.63,274,274,2,618.63,2,2,2,6,618.63,2
13494,1,316.26,311,311,1,316.26,2,1,1,4,316.26,1
13498,1,327.37999999999994,729,729,1,327.37999999999994,1,1,1,3,327.37999999999994,1
13504,1,295.93,63,63,1,295.93,3,1,1,5,295.93,1
13508,2,287.05,243,243,2,287.05,2,2,1,5,287.05,2
13511,1,282.76,676,676,1,282.76,1,1,1,3,282.76,1
13513,3,824.5900000000001,126,126,3,824.5900000000001,2,2,2,6,824.5900000000001,3
13518,1,659.4399999999998,85,85,1,659.4399999999998,3,1,2,6,659.4399999999998,1
13519,2,343.21,77,77,2,343.21,3,2,1,6,343.21,2
13526,2,1182.0000000000005,737,737,2,1182.0000000000005,1,2,3,6,1182.0000000000005,2
13529,2,307.76,78,78,2,307.76,3,2,1,6,307.76,2
13530,1,402.98,633,633,1,402.98,1,1,2,4,402.98,1
13533,3,270.79000000000013,182,182,3,270.79000000000013,2,2,1,5,270.79000000000013,3
13535,1,89.5,402,402,1,89.5,1,1,1,3,89.5,1
13537,2,717.85,425,425,2,717.85,1,2,2,5,717.85,2
13540,3,632.3900000000001,466,466,3,632.3900000000001,1,2,2,5,632.3900000000001,3
13541,2,785.25,426,426,2,785.25,1,2,2,5,785.25,2
13543,2,1439.6099999999997,633,633,2,1439.6099999999997,1,2,3,6,1439.6099999999997,2
13545,2,374.6399999999999,390,390,2,374.6399999999999,1,2,2,5,374.6399999999999,2
13547,1,175.52999999999994,407,407,1,175.52999999999994,1,1,1,3,175.52999999999994,1
13550,1,349.51,382,382,1,349.51,1,1,2,4,349.51,1
13551,2,244.19999999999996,318,318,2,244.19999999999996,2,2,1,5,244.19999999999996,2
13553,1,517.7999999999998,674,674,1,517.7999999999998,1,1,2,4,517.7999999999998,1
13556,2,200.82000000000002,428,428,2,200.82000000000002,1,2,1,4,200.82000000000002,2
13559,2,990.0,512,512,2,990.0,1,2,3,6,990.0,2
13568,1,192.85000000000005,172,172,1,192.85000000000005,2,1,1,4,192.85000000000005,1
13570,1,239.49000000000004,242,242,1,239.49000000000004,2,1,1,4,239.49000000000004,1
13572,1,1384.25,205,205,1,1384.25,2,1,3,6,1384.25,1
13574,1,421.2500000000001,410,410,1,421.2500000000001,1,1,2,4,421.2500000000001,1
13578,1,147.66,408,408,1,147.66,1,1,1,3,147.66,1
13580,1,107.75,405,405,1,107.75,1,1,1,3,107.75,1
13581,2,280.53000000000003,308,308,2,280.53000000000003,2,2,1,5,280.53000000000003,2
13582,2,241.68,389,389,2,241.68,1,2,1,4,241.68,2
13584,3,392.44999999999993,306,306,3,392.44999999999993,2,2,2,6,392.44999999999993,3
13585,3,684.54,530,530,3,684.54,1,2,2,5,684.54,3
13586,1,131.52999999999997,540,540,1,131.52999999999997,1,1,1,3,131.52999999999997,1
13595,3,818.2200000000008,516,516,3,818.2200000000008,1,2,2,5,818.2200000000008,3
13597,2,396.71,399,399,2,396.71,1,2,2,5,396.71,2
13600,2,518.4200000000001,311,311,2,518.4200000000001,2,2,2,6,518.4200000000001,2
13604,1,717.6199999999999,658,658,1,717.6199999999999,1,1,2,4,717.6199999999999,1
13605,2,522.67,386,386,2,522.67,1,2,2,5,522.67,2
13608,1,236.20000000000007,540,540,1,236.20000000000007,1,1,1,3,236.20000000000007,1
13609,1,167.35000000000002,592,592,1,167.35000000000002,1,1,1,3,167.35000000000002,1
13612,1,818.29,632,632,1,818.29,1,1,2,4,818.29,1
13616,2,288.1,567,567,2,288.1,1,2,1,4,288.1,2
13618,1,177.34000000000003,173,173,1,177.34000000000003,2,1,1,4,177.34000000000003,1
13619,2,231.68999999999997,544,544,2,231.68999999999997,1,2,1,4,231.68999999999997,2
13620,1,112.34000000000002,527,527,1,112.34000000000002,1,1,1,3,112.34000000000002,1
13621,1,213.85,116,116,1,213.85,2,1,1,4,213.85,1
13622,1,658.95,695,695,1,658.95,1,1,2,4,658.95,1
13624,1,462.0800000000001,387,387,1,462.0800000000001,1,1,2,4,462.0800000000001,1
13625,1,301.26,596,596,1,301.26,1,1,1,3,301.26,1
13626,2,707.0400000000001,252,252,2,707.0400000000001,2,2,2,6,707.0400000000001,2
13628,1,310.14000000000004,675,675,1,310.14000000000004,1,1,1,3,310.14000000000004,1
13640,1,405.0,610,610,1,405.0,1,1,2,4,405.0,1
13645,1,252.1,119,119,1,252.1,2,1,1,4,252.1,1
13646,2,326.24999999999983,399,399,2,326.24999999999983,1,2,1,4,326.24999999999983,2
13653,1,152.2,487,487,1,152.2,1,1,1,3,152.2,1
13660,1,314.58999999999986,399,399,1,314.58999999999986,1,1,1,3,314.58999999999986,1
13661,1,325.24000000000007,602,602,1,325.24000000000007,1,1,1,3,325.24000000000007,1
13665,3,1711.6600000000003,385,385,3,1711.6600000000003,1,2,3,6,1711.6600000000003,3
13667,1,305.0199999999998,148,148,1,305.0199999999998,2,1,1,4,305.0199999999998,1
13670,1,349.70000000000016,74,74,1,349.70000000000016,3,1,2,6,349.70000000000016,1
13671,1,194.94999999999996,394,394,1,194.94999999999996,1,1,1,3,194.94999999999996,1
13672,3,419.91999999999996,300,300,3,419.91999999999996,2,2,2,6,419.91999999999996,3
13674,1,240.67999999999998,432,432,1,240.67999999999998,1,1,1,3,240.67999999999998,1
13675,2,486.82000000000005,150,150,2,486.82000000000005,2,2,2,6,486.82000000000005,2
13676,2,243.9,538,538,2,243.9,1,2,1,4,243.9,2
13677,2,556.1900000000002,404,404,2,556.1900000000002,1,2,2,5,556.1900000000002,2
13678,1,232.60000000000005,151,151,1,232.60000000000005,2,1,1,4,232.60000000000005,1
13679,3,281.25999999999993,493,493,3,281.25999999999993,1,2,1,4,281.25999999999993,3
13682,1,59.5,186,186,1,59.5,2,1,1,4,59.5,1
13683,1,258.6,457,457,1,258.6,1,1,1,3,258.6,1
13686,3,409.0400000000001,182,182,3,409.0400000000001,2,2,2,6,409.0400000000001,3
13687,1,11880.839999999998,437,437,1,11880.839999999998,1,1,4,6,11880.839999999998,1
13688,1,375.5,634,634,1,375.5,1,1,2,4,375.5,1
13691,1,212.77999999999994,395,395,1,212.77999999999994,1,1,1,3,212.77999999999994,1
13696,3,2020.3999999999996,421,421,3,2020.3999999999996,1,2,3,6,2020.3999999999996,3
13698,2,465.53000000000003,596,596,2,465.53000000000003,1,2,2,5,465.53000000000003,2
13699,2,764.1499999999996,154,154,2,764.1499999999996,2,2,2,6,764.1499999999996,2
13701,1,161.00000000000003,446,446,1,161.00000000000003,1,1,1,3,161.00000000000003,1
13702,1,135.18,445,445,1,135.18,1,1,1,3,135.18,1
13703,2,425.56,317,317,2,425.56,2,2,2,6,425.56,2
13706,2,631.17,302,302,2,631.17,2,2,2,6,631.17,2
13708,1,296.87999999999994,270,270,1,296.87999999999994,2,1,1,4,296.87999999999994,1
13712,2,766.4200000000002,246,246,2,766.4200000000002,2,2,2,6,766.4200000000002,2
13713,3,743.26,407,407,3,743.26,1,2,2,5,743.26,3
13714,1,161.35,464,464,1,161.35,1,1,1,3,161.35,1
13716,1,138.28,268,268,1,138.28,2,1,1,4,138.28,1
13718,2,306.55,245,245,2,306.55,2,2,1,5,306.55,2
13724,1,213.00999999999993,636,636,1,213.00999999999993,1,1,1,3,213.00999999999993,1
13729,3,724.7300000000001,435,435,3,724.7300000000001,1,2,2,5,724.7300000000001,3
13730,2,752.5999999999998,135,135,2,752.5999999999998,2,2,2,6,752.5999999999998,2
13731,2,610.5899999999999,218,218,2,610.5899999999999,2,2,2,6,610.5899999999999,2
13733,2,487.03,410,410,2,487.03,1,2,2,5,487.03,2
13737,1,339.59999999999997,199,199,1,339.59999999999997,2,1,1,4,339.59999999999997,1
13738,1,440.9299999999999,395,395,1,440.9299999999999,1,1,2,4,440.9299999999999,1
13745,2,777.3600000000002,161,161,2,777.3600000000002,2,2,2,6,777.3600000000002,2
13746,1,176.69,413,413,1,176.69,1,1,1,3,176.69,1
13747,2,249.39999999999998,373,373,2,249.39999999999998,2,2,1,5,249.39999999999998,2
13751,1,296.24999999999994,287,287,1,296.24999999999994,2,1,1,4,296.24999999999994,1
13754,3,447.0499999999999,151,151,3,447.0499999999999,2,2,2,6,447.0499999999999,3
13757,1,195.55,674,674,1,195.55,1,1,1,3,195.55,1
13765,1,352.82099999999997,652,652,1,352.82099999999997,1,1,2,4,352.82099999999997,1
13766,1,190.34999999999997,494,494,1,190.34999999999997,1,1,1,3,190.34999999999997,1
13768,2,875.97,726,726,2,875.97,1,2,2,5,875.97,2
13770,4,785.3699999999999,421,421,4,785.3699999999999,1,3,2,6,785.3699999999999,4
13773,2,301.54,396,396,2,301.54,1,2,1,4,301.54,2
13774,1,344.99999999999994,81,81,1,344.99999999999994,3,1,1,5,344.99999999999994,1
13775,1,1049.66,590,590,1,1049.66,1,1,3,5,1049.66,1
13776,2,623.98,427,427,2,623.98,1,2,2,5,623.98,2
13779,1,161.12999999999997,515,515,1,161.12999999999997,1,1,1,3,161.12999999999997,1
13781,3,778.8300000000004,250,250,3,778.8300000000004,2,2,2,6,778.8300000000004,3
13785,4,542.49,428,428,4,542.49,1,3,2,6,542.49,4
13788,1,3.75,504,504,1,3.75,1,1,1,3,3.75,1
13789,1,239.45999999999998,387,387,1,239.45999999999998,1,1,1,3,239.45999999999998,1
13793,1,96.0,646,646,1,96.0,1,1,1,3,96.0,1
13794,1,126.03000000000002,546,546,1,126.03000000000002,1,1,1,3,126.03000000000002,1
13795,4,836.2999999999998,387,387,4,836.2999999999998,1,3,2,6,836.2999999999998,4
13796,1,289.7,498,498,1,289.7,1,1,1,3,289.7,1
13797,3,1179.4499999999998,436,436,3,1179.4499999999998,1,2,3,6,1179.4499999999998,3
13801,1,324.79999999999995,66,66,1,324.79999999999995,3,1,1,5,324.79999999999995,1
13806,1,256.38,63,63,1,256.38,3,1,1,5,256.38,1
13807,3,534.8,366,366,3,534.8,2,2,2,6,534.8,3
13809,3,679.7000000000002,304,304,3,679.7000000000002,2,2,2,6,679.7000000000002,3
13811,3,814.5,183,183,3,814.5,2,2,2,6,814.5,3
13818,1,61.28,429,429,1,61.28,1,1,1,3,61.28,1
13820,3,660.6500000000001,417,417,3,660.6500000000001,1,2,2,5,660.6500000000001,3
13825,2,255.59000000000003,621,621,2,255.59000000000003,1,2,1,4,255.59000000000003,2
13826,1,189.5,175,175,1,189.5,2,1,1,4,189.5,1
13829,1,102.0,420,420,1,102.0,1,1,1,3,102.0,1
13830,1,156.85,581,581,1,156.85,1,1,1,3,156.85,1
13833,2,701.3599999999999,158,158,2,701.3599999999999,2,2,2,6,701.3599999999999,2
13834,2,324.19,576,576,2,324.19,1,2,1,4,324.19,2
13836,2,620.37,398,398,2,620.37,1,2,2,5,620.37,2
13837,2,271.24000000000007,211,211,2,271.24000000000007,2,2,1,5,271.24000000000007,2
13839,1,139.95,485,485,1,139.95,1,1,1,3,139.95,1
13840,1,651.4000000000003,415,415,1,651.4000000000003,1,1,2,4,651.4000000000003,1
13841,1,85.0,252,252,1,85.0,2,1,1,4,85.0,1
13843,1,319.75000000000006,380,380,1,319.75000000000006,1,1,1,3,319.75000000000006,1
13845,1,312.98,64,64,1,312.98,3,1,1,5,312.98,1
13847,1,310.7199999999999,719,719,1,310.7199999999999,1,1,1,3,310.7199999999999,1
13850,1,1595.4799999999996,128,128,1,1595.4799999999996,2,1,3,6,1595.4799999999996,1
13852,1,187.35000000000002,610,610,1,187.35000000000002,1,1,1,3,187.35000000000002,1
13859,2,515.86,325,325,2,515.86,2,2,2,6,515.86,2
13861,2,273.26,428,428,2,273.26,1,2,1,4,273.26,2
13864,1,662.4000000000001,386,386,1,662.4000000000001,1,1,2,4,662.4000000000001,1
13866,1,145.67,73,73,1,145.67,3,1,1,5,145.67,1
13872,3,919.5700000000002,526,526,3,919.5700000000002,1,2,3,6,919.5700000000002,3
13876,1,122.69999999999999,63,63,1,122.69999999999999,3,1,1,5,122.69999999999999,1
13879,1,395.5,645,645,1,395.5,1,1,2,4,395.5,1
13885,2,506.8000000000001,188,188,2,506.8000000000001,2,2,2,6,506.8000000000001,2
13886,1,243.56000000000003,70,70,1,243.56000000000003,3,1,1,5,243.56000000000003,1
13887,1,349.54999999999995,203,203,1,349.54999999999995,2,1,2,5,349.54999999999995,1
13891,3,863.5600000000001,377,377,3,863.5600000000001,2,2,2,6,863.5600000000001,3
13893,1,821.1,297,297,1,821.1,2,1,2,5,821.1,1
13896,1,388.55,625,625,1,388.55,1,1,2,4,388.55,1
13898,2,686.3999999999999,325,325,2,686.3999999999999,2,2,2,6,686.3999999999999,2
13903,1,165.45000000000002,399,399,1,165.45000000000002,1,1,1,3,165.45000000000002,1
13905,1,312.65000000000003,732,732,1,312.65000000000003,1,1,1,3,312.65000000000003,1
13906,1,42.0,408,408,1,42.0,1,1,1,3,42.0,1
13907,1,136.8,691,691,1,136.8,1,1,1,3,136.8,1
13909,2,286.59999999999997,422,422,2,286.59999999999997,1,2,1,4,286.59999999999997,2
13912,1,124.94999999999999,423,423,1,124.94999999999999,1,1,1,3,124.94999999999999,1
13913,1,42.22,506,506,1,42.22,1,1,1,3,42.22,1
13915,1,70.80000000000001,393,393,1,70.80000000000001,1,1,1,3,70.80000000000001,1
13921,4,730.7000000000003,401,401,4,730.7000000000003,1,3,2,6,730.7000000000003,4
13922,3,865.1999999999999,351,351,3,865.1999999999999,2,2,2,6,865.1999999999999,3
13932,1,307.4,294,294,1,307.4,2,1,1,4,307.4,1
13933,2,608.7899999999998,108,108,2,608.7899999999998,2,2,2,6,608.7899999999998,2
13934,1,922.0999999999997,263,263,1,922.0999999999997,2,1,3,6,922.0999999999997,1
13937,2,880.1300000000003,168,168,2,880.1300000000003,2,2,2,6,880.1300000000003,2
13942,1,320.0,534,534,1,320.0,1,1,1,3,320.0,1
13943,1,246.54000000000002,577,577,1,246.54000000000002,1,1,1,3,246.54000000000002,1
13944,1,200.43000000000004,652,652,1,200.43000000000004,1,1,1,3,200.43000000000004,1
13945,2,854.1499999999999,394,394,2,854.1499999999999,1,2,2,5,854.1499999999999,2
13947,1,90.6,64,64,1,90.6,3,1,1,5,90.6,1
13951,3,674.4499999999998,175,175,3,674.4499999999998,2,2,2,6,674.4499999999998,3
13955,3,545.1699999999997,153,153,3,545.1699999999997,2,2,2,6,545.1699999999997,3
13957,3,458.2499999999999,417,417,3,458.2499999999999,1,2,2,5,458.2499999999999,3
13961,1,538.4000000000001,391,391,1,538.4000000000001,1,1,2,4,538.4000000000001,1
13964,2,438.90000000000003,386,386,2,438.90000000000003,1,2,2,5,438.90000000000003,2
13965,3,996.6100000000002,476,476,3,996.6100000000002,1,2,3,6,996.6100000000002,3
13966,1,390.86000000000007,434,434,1,390.86000000000007,1,1,2,4,390.86000000000007,1
13967,2,166.3,145,145,2,166.3,2,2,1,5,166.3,2
13968,1,123.66,422,422,1,123.66,1,1,1,3,123.66,1
13970,2,846.55,385,385,2,846.55,1,2,2,5,846.55,2
13972,2,190.25000000000009,70,70,2,190.25000000000009,3,2,1,6,190.25000000000009,2
13973,1,264.7,286,286,1,264.7,2,1,1,4,264.7,1
13977,1,519.81,410,410,1,519.81,1,1,2,4,519.81,1
13981,1,331.13999999999993,415,415,1,331.13999999999993,1,1,1,3,331.13999999999993,1
13987,2,682.5400000000001,379,379,2,682.5400000000001,1,2,2,5,682.5400000000001,2
13990,1,311.3,212,212,1,311.3,2,1,1,4,311.3,1
13996,2,895.7600000000001,385,385,2,895.7600000000001,1,2,2,5,895.7600000000001,2
13997,3,382.31,518,518,3,382.31,1,2,2,5,382.31,3
13998,3,566.6999999999999,446,446,3,566.6999999999999,1,2,2,5,566.6999999999999,3
14002,2,529.73,133,133,2,529.73,2,2,2,6,529.73,2
14003,1,209.41,732,732,1,209.41,1,1,1,3,209.41,1
14007,1,79.48,512,512,1,79.48,1,1,1,3,79.48,1
14008,1,509.03999999999996,431,431,1,509.03999999999996,1,1,2,4,509.03999999999996,1
14010,2,445.1499999999999,564,564,2,445.1499999999999,1,2,2,5,445.1499999999999,2
14011,2,457.8199999999999,479,479,2,457.8199999999999,1,2,2,5,457.8199999999999,2
14012,1,328.8,277,277,1,328.8,2,1,1,4,328.8,1
14017,1,229.75000000000003,570,570,1,229.75000000000003,1,1,1,3,229.75000000000003,1
14018,1,367.15,644,644,1,367.15,1,1,2,4,367.15,1
14022,2,792.1500000000001,224,224,2,792.1500000000001,2,2,2,6,792.1500000000001,2
14024,3,645.74,121,121,3,645.74,2,2,2,6,645.74,3
14026,2,713.11,470,470,2,713.11,1,2,2,5,713.11,2
14033,1,109.44,554,554,1,109.44,1,1,1,3,109.44,1
14036,1,626.6499999999999,284,284,1,626.6499999999999,2,1,2,5,626.6499999999999,1
14041,1,141.41,265,265,1,141.41,2,1,1,4,141.41,1
14042,1,431.9799999999999,724,724,1,431.9799999999999,1,1,2,4,431.9799999999999,1
14043,2,304.24999999999994,490,490,2,304.24999999999994,1,2,1,4,304.24999999999994,2
14046,1,154.98999999999998,283,283,1,154.98999999999998,2,1,1,4,154.98999999999998,1
14048,3,748.6899999999999,304,304,3,748.6899999999999,2,2,2,6,748.6899999999999,3
14054,1,92.46,64,64,1,92.46,3,1,1,5,92.46,1
14058,2,469.18999999999994,462,462,2,469.18999999999994,1,2,2,5,469.18999999999994,2
14059,1,183.59999999999997,266,266,1,183.59999999999997,2,1,1,4,183.59999999999997,1
14061,3,917.43,506,506,3,917.43,1,2,3,6,917.43,3
14065,3,891.0200000000001,388,388,3,891.0200000000001,1,2,2,5,891.0200000000001,3
14066,1,152.55,266,266,1,152.55,2,1,1,4,152.55,1
14069,2,230.06000000000006,514,514,2,230.06000000000006,1,2,1,4,230.06000000000006,2
14070,1,326.54999999999995,684,684,1,326.54999999999995,1,1,1,3,326.54999999999995,1
14072,1,390.8500000000001,666,666,1,390.8500000000001,1,1,2,4,390.8500000000001,1
14074,1,219.4,622,622,1,219.4,1,1,1,3,219.4,1
14076,1,122.46999999999997,128,128,1,122.46999999999997,2,1,1,4,122.46999999999997,1
14079,2,618.7299999999999,124,124,2,618.7299999999999,2,2,2,6,618.7299999999999,2
14082,2,413.36,364,364,2,413.36,2,2,2,6,413.36,2
14084,1,150.5,511,511,1,150.5,1,1,1,3,150.5,1
14086,1,39.95,462,462,1,39.95,1,1,1,3,39.95,1
14090,1,76.32000000000001,324,324,1,76.32000000000001,2,1,1,4,76.32000000000001,1
14094,1,335.21999999999997,439,439,1,335.21999999999997,1,1,1,3,335.21999999999997,1
14095,1,2.95,722,722,1,2.95,1,1,1,3,2.95,1
14097,2,422.8599999999999,480,480,2,422.8599999999999,1,2,2,5,422.8599999999999,2
14100,1,194.9,137,137,1,194.9,2,1,1,4,194.9,1
14103,1,0.0,664,664,1,0.0,1,1,1,3,0.0,1
14106,1,214.79999999999998,736,736,1,214.79999999999998,1,1,1,3,214.79999999999998,1
14109,1,144.2,72,72,1,144.2,3,1,1,5,144.2,1
14115,2,622.67,501,501,2,622.67,1,2,2,5,622.67,2
14117,1,90.0,143,143,1,90.0,2,1,1,4,90.0,1
14118,1,458.45,428,428,1,458.45,1,1,2,4,458.45,1
14119,2,183.37,375,375,2,183.37,2,2,1,5,183.37,2
14122,3,362.41999999999996,405,405,3,362.41999999999996,1,2,2,5,362.41999999999996,3
14123,1,436.17999999999995,732,732,1,436.17999999999995,1,1,2,4,436.17999999999995,1
14124,1,419.58000000000004,83,83,1,419.58000000000004,3,1,2,6,419.58000000000004,1
14131,1,187.86999999999995,648,648,1,187.86999999999995,1,1,1,3,187.86999999999995,1
14137,1,332.7,695,695,1,332.7,1,1,1,3,332.7,1
14143,1,115.8,133,133,1,115.8,2,1,1,4,115.8,1
14144,1,30.599999999999998,485,485,1,30.599999999999998,1,1,1,3,30.599999999999998,1
14148,2,466.2900000000001,233,233,2,466.2900000000001,2,2,2,6,466.2900000000001,2
14149,1,446.62000000000006,220,220,1,446.62000000000006,2,1,2,5,446.62000000000006,1
14151,2,679.4500000000002,672,672,2,679.4500000000002,1,2,2,5,679.4500000000002,2
14153,1,233.39999999999992,482,482,1,233.39999999999992,1,1,1,3,233.39999999999992,1
14155,1,118.75,265,265,1,118.75,2,1,1,4,118.75,1
14162,2,289.36000000000007,173,173,2,289.36000000000007,2,2,1,5,289.36000000000007,2
14165,1,122.53999999999999,275,275,1,122.53999999999999,2,1,1,4,122.53999999999999,1
14166,2,256.85,504,504,2,256.85,1,2,1,4,256.85,2
14168,2,370.45,420,420,2,370.45,1,2,2,5,370.45,2
14169,2,624.4300000000002,430,430,2,624.4300000000002,1,2,2,5,624.4300000000002,2
14170,3,597.3299999999999,374,374,3,597.3299999999999,2,2,2,6,597.3299999999999,3
14171,2,498.7899999999998,97,97,2,498.7899999999998,2,2,2,6,498.7899999999998,2
14172,3,402.71999999999997,604,604,3,402.71999999999997,1,2,2,5,402.71999999999997,3
14181,2,310.55000000000007,410,410,2,310.55000000000007,1,2,1,4,310.55000000000007,2
14182,4,678.7700000000001,443,443,4,678.7700000000001,1,3,2,6,678.7700000000001,4
14183,2,286.2899999999999,410,410,2,286.2899999999999,1,2,1,4,286.2899999999999,2
14184,1,452.89,66,66,1,452.89,3,1,2,6,452.89,1
14185,1,197.65,330,330,1,197.65,2,1,1,4,197.65,1
14187,1,123.5,473,473,1,123.5,1,1,1,3,123.5,1
14190,1,79.9,665,665,1,79.9,1,1,1,3,79.9,1
14192,1,293.74,387,387,1,293.74,1,1,1,3,293.74,1
14196,1,335.52,106,106,1,335.52,2,1,1,4,335.52,1
14197,1,390.05,410,410,1,390.05,1,1,2,4,390.05,1
14200,1,379.20000000000005,616,616,1,379.20000000000005,1,1,2,4,379.20000000000005,1
14202,3,847.76,380,380,3,847.76,1,2,2,5,847.76,3
14203,1,339.34,396,396,1,339.34,1,1,1,3,339.34,1
14207,1,157.8,687,687,1,157.8,1,1,1,3,157.8,1
14213,1,1192.2,404,404,1,1192.2,1,1,3,5,1192.2,1
14222,1,683.17,176,176,1,683.17,2,1,2,5,683.17,1
14228,3,745.5,437,437,3,745.5,1,2,2,5,745.5,3
14230,3,979.8000000000002,435,435,3,979.8000000000002,1,2,3,6,979.8000000000002,3
14237,2,632.1400000000001,372,372,2,632.1400000000001,2,2,2,6,632.1400000000001,2
14238,3,434.2300000000001,325,325,3,434.2300000000001,2,2,2,6,434.2300000000001,3
14241,2,333.7,183,183,2,333.7,2,2,1,5,333.7,2
14242,2,280.55,234,234,2,280.55,2,2,1,5,280.55,2
14244,1,366.4200000000001,660,660,1,366.4200000000001,1,1,2,4,366.4200000000001,1
14252,1,350.99,380,380,1,350.99,1,1,2,4,350.99,1
