Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
557474,22505,MEMO BOARD COTTAGE DESIGN,12,,4.95,12432.0,Norway
502624,35647,VINTAGE BEAD PINK SHADE ,1,,1.25,16794.0,United Kingdom
492942,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,,7.95,17213.0,United Kingdom
537604,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-07-12 13:01:00,2.95,13488.0,United Kingdom
544074,84843,WHITE SOAP RACK WITH 2 BOTTLES,1,,5.95,14156.0,EIRE
572704,22731,3D CHRISTMAS STAMPS STICKERS ,5,,1.63,,United Kingdom
501877,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,12,,0.55,17611.0,United Kingdom
508972,22567,20 DOLLY PEGS RETROSPOT,4,,1.25,15727.0,United Kingdom
542420,21912,VINTAGE SNAKES & LADDERS,1,,3.75,17180.0,United Kingdom
540099,21218,RED SPOTTY BISCUIT TIN,6,2011-04-01 16:41:00,3.75,15808.0,United Kingdom
574064,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-02-11 14:35:00,2.95,17434.0,United Kingdom
537133,22899,CHILDREN'S APRON DOLLY GIRL ,2,2010-05-12 12:29:00,2.1,18156.0,United Kingdom
529156,85130D,BEADED CRYSTAL HEART PINK LARGE,1,,1.65,16549.0,United Kingdom
530071,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-01-11 12:08:00,1.95,15039.0,United Kingdom
576508,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,,0.29,17777.0,United Kingdom
489765,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2009-02-12 11:33:00,4.95,15353.0,United Kingdom
534890,22067,CHOC TRUFFLE GOLD TRINKET POT ,4,,1.65,16204.0,United Kingdom
569381,84660A,,15,2011-03-10 16:44:00,0.0,,United Kingdom
526638,21231,SWEETHEART CERAMIC TRINKET BOX,3,2010-12-10 13:19:00,2.51,,United Kingdom
526089,20703,BLUE PADDED SOFT MOBILE,3,2010-08-10 12:14:00,4.25,15281.0,United Kingdom
513764,22035,VINTAGE CARAVAN GREETING CARD ,1,,0.85,,United Kingdom
521646,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2010-07-09 13:20:00,5.06,,United Kingdom
521555,47566,PARTY BUNTING,1,2010-06-09 16:17:00,8.47,,United Kingdom
557617,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,,4.25,14543.0,United Kingdom
497215,22261,FELT EGG COSY WHITE RABBIT ,12,2010-07-02 14:11:00,0.85,13648.0,United Kingdom
498132,22284,HEN HOUSE DECORATION,12,,1.65,16774.0,United Kingdom
525446,84991,60 TEATIME FAIRY CAKE CASES,120,2010-05-10 13:56:00,0.42,17307.0,United Kingdom
506715,22464,HANGING METAL HEART LANTERN,12,2010-02-05 15:48:00,1.65,13113.0,United Kingdom
546687,84879,ASSORTED COLOUR BIRD ORNAMENT,24,,1.69,16040.0,United Kingdom
579885,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,,0.85,15444.0,United Kingdom
570680,23285,PINK VINTAGE SPOT BEAKER,4,2011-11-10 15:36:00,0.85,13969.0,United Kingdom
505561,20764,ABSTRACT CIRCLES SKETCHBOOK ,6,,2.95,17448.0,United Kingdom
511081,21746,SMALL RED RETROSPOT WINDMILL,12,2010-06-06 14:05:00,1.25,14128.0,United Kingdom
532429,47556B,TEA TIME TEA TOWELS ,1,2010-12-11 10:14:00,2.95,13316.0,United Kingdom
507064,21992,VINTAGE PAISLEY STATIONERY SET,6,2010-06-05 10:30:00,2.95,14911.0,EIRE
547106,21445,12 PINK ROSE PEG PLACE SETTINGS,12,,1.25,15039.0,United Kingdom
492775,82580,BATHROOM METAL SIGN,12,,0.55,16592.0,United Kingdom
525863,22207,FRYING PAN UNION FLAG,72,2010-07-10 13:22:00,3.75,17354.0,United Kingdom
564820,48187,DOORMAT NEW ENGLAND,1,,15.79,,United Kingdom
561112,22432,WATERING CAN PINK BUNNY,1,,1.95,14606.0,United Kingdom
581132,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-07-12 12:55:00,12.75,17590.0,United Kingdom
542005,85014B,RED RETROSPOT UMBRELLA,6,,5.95,14409.0,United Kingdom
540799,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3,2011-11-01 12:12:00,2.55,17365.0,United Kingdom
578326,22906,12 MESSAGE CARDS WITH ENVELOPES,5,,1.65,16343.0,United Kingdom
504886,22151,PLACE SETTING WHITE HEART,72,,0.42,13285.0,United Kingdom
572238,23295,SET OF 12 MINI LOAF BAKING CASES,8,,0.83,15819.0,United Kingdom
553198,22539,MINI JIGSAW DOLLY GIRL,7,,0.42,13752.0,United Kingdom
506693,21495,SKULLS WRAP,25,2010-02-05 12:13:00,0.42,15795.0,United Kingdom
576329,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,,2.08,,United Kingdom
545851,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2011-07-03 13:45:00,0.85,15026.0,United Kingdom
505703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,,2.95,15600.0,United Kingdom
548313,22501,PICNIC BASKET WICKER LARGE,1,,9.95,15353.0,United Kingdom
538153,22891,TEA FOR ONE POLKADOT,1,2010-09-12 16:31:00,8.47,,United Kingdom
541711,22333,RETROSPOT PARTY BAG + STICKER SET,48,,1.45,14646.0,Netherlands
524698,20986,BLUE CALCULATOR RULER,2,,2.51,,United Kingdom
528081,21154,RED RETROSPOT OVEN GLOVE ,2,,1.25,12872.0,United Kingdom
514461,45013,FOLDING SHOE TIDY,1,2010-02-07 12:41:00,2.95,17841.0,United Kingdom
534041,22029,SPACEBOY BIRTHDAY CARD,12,,0.42,17648.0,United Kingdom
507698,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-11-05 10:45:00,1.25,14426.0,United Kingdom
574870,22307,GOLD MUG BONE CHINA TREE OF LIFE,24,2011-07-11 12:52:00,1.06,17811.0,United Kingdom
570509,22468,BABUSHKA LIGHTS STRING OF 10,2,2011-11-10 10:16:00,6.75,13109.0,United Kingdom
510410,84989A,75 GREEN FAIRY CAKE CASES,2,,1.28,,United Kingdom
576617,23493,VINTAGE DOILY TRAVEL SEWING KIT,4,,3.29,,United Kingdom
542641,22840,ROUND CAKE TIN VINTAGE RED,8,,7.95,17314.0,United Kingdom
558120,DOT,DOTCOM POSTAGE,1,,55.08,,United Kingdom
517319,22465,HANGING METAL STAR LANTERN,12,,1.65,13982.0,United Kingdom
509533,21329,DINOSAURS  WRITING SET ,1,,3.36,,United Kingdom
553387,20674,GREEN POLKADOT BOWL,1,,2.46,,United Kingdom
530280,21313,GLASS HEART T-LIGHT HOLDER ,2,2010-02-11 12:02:00,0.85,16117.0,United Kingdom
570228,23541,WALL ART CLASSIC PUDDINGS ,2,2011-09-10 13:28:00,8.25,15821.0,United Kingdom
530060,22574,HEART WOODEN CHRISTMAS DECORATION,2,2010-01-11 11:35:00,1.66,,United Kingdom
570672,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2011-11-10 14:52:00,1.25,12536.0,France
538148,22469,HEART OF WICKER SMALL,2,2010-09-12 16:26:00,4.21,,United Kingdom
500872,21688,SILVER PLATE CANDLE BOWL SMALL,2,2010-10-03 13:34:00,2.95,13668.0,United Kingdom
533320,84991,60 TEATIME FAIRY CAKE CASES,240,,0.42,13795.0,United Kingdom
508854,22429,ENAMEL MEASURING JUG CREAM,1,,8.47,,United Kingdom
529320,22045,SPACEBOY GIFT WRAP,25,,0.42,14400.0,United Kingdom
491637,22295,HEART FILIGREE DOVE LARGE,24,2009-11-12 15:55:00,1.65,15984.0,United Kingdom
501944,22432,WATERING CAN PINK BUNNY,6,,1.95,15732.0,United Kingdom
524310,21833,CAMOUFLAGE LED TORCH,12,,1.69,17624.0,United Kingdom
519700,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,,1.25,14722.0,United Kingdom
546986,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,,1.95,14194.0,United Kingdom
547650,22567,20 DOLLY PEGS RETROSPOT,5,,1.25,17059.0,United Kingdom
534755,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,,4.21,,United Kingdom
532682,21833,CAMOUFLAGE LED TORCH,6,,1.69,15512.0,United Kingdom
489667,22187,GREEN CHRISTMAS TREE CARD HOLDER,24,2009-01-12 18:35:00,3.75,16563.0,United Kingdom
570088,20717,STRAWBERRY SHOPPER BAG,1,2011-07-10 11:32:00,1.25,16764.0,United Kingdom
579512,23419,HOME SWEET HOME BOTTLE ,1,,4.13,,United Kingdom
532826,90129F,RED GLASS TASSLE BAG CHARM,1,,1.66,,United Kingdom
534865,20727,LUNCH BAG  BLACK SKULL.,1,,1.65,15356.0,United Kingdom
506869,20726,LUNCH BAG WOODLAND,1,2010-04-05 15:45:00,4.21,,United Kingdom
490074,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2009-03-12 14:39:00,2.57,,United Kingdom
575787,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-11-11 11:18:00,1.65,12518.0,Germany
553013,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-12-05 18:19:00,0.83,,United Kingdom
493670,21385,IVORY HANGING DECORATION  HEART,24,2010-05-01 12:20:00,0.85,14653.0,United Kingdom
580550,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,12,2011-05-12 10:00:00,1.95,13126.0,United Kingdom
520069,21181,PLEASE ONE PERSON METAL SIGN,48,,1.85,13078.0,United Kingdom
492318,47594A,CAROUSEL DESIGN WASHBAG,3,,1.95,17189.0,United Kingdom
496750,21717,EASTER TIN BUCKET,8,2010-03-02 14:51:00,2.55,12840.0,United Kingdom
561870,22398,MAGNETS PACK OF 4 SWALLOWS,12,,0.39,14911.0,EIRE
491041,72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,1,2009-09-12 09:42:00,5.17,,United Kingdom
571098,22595,GINGHAM HEART DECORATION,8,,0.85,17841.0,United Kingdom
552193,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-06-05 14:22:00,0.55,15114.0,United Kingdom
523659,22355,CHARLOTTE BAG SUKI DESIGN,1,,0.85,18096.0,United Kingdom
516773,22550,HOLIDAY FUN LUDO,3,,3.75,17092.0,United Kingdom
516752,85099B,JUMBO BAG RED RETROSPOT,1,,1.95,13031.0,United Kingdom
566246,23082,SET 6 PAPER TABLE LANTERN HEARTS ,48,2011-11-09 12:00:00,3.29,13941.0,United Kingdom
508180,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,,7.95,15898.0,United Kingdom
529985,22714,CARD BIRTHDAY COWBOY,12,,0.42,14286.0,United Kingdom
539750,84989a,75 GREEN FAIRY CAKE CASES,1,,2.13,,United Kingdom
533288,21769,VINTAGE POST OFFICE CABINET,1,,79.95,13564.0,United Kingdom
520405,22440,BALLOON WATER BOMB PACK OF 35,10,,0.42,17338.0,United Kingdom
548739,22461,SAVOY ART DECO CLOCK,1,2011-04-04 11:28:00,12.75,15493.0,United Kingdom
536750,71053,WHITE METAL LANTERN,12,2010-02-12 14:04:00,3.39,17850.0,United Kingdom
572732,22207,FRYING PAN UNION FLAG,2,,4.25,18079.0,United Kingdom
513752,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,,2.55,17068.0,United Kingdom
494019,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,1,2010-11-01 09:38:00,6.04,,United Kingdom
561515,84596L,BISCUITS SMALL BOWL LIGHT BLUE,5,,0.83,,United Kingdom
537897,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-09-12 10:37:00,1.65,12683.0,France
571837,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5,,4.95,16470.0,United Kingdom
534155,82580,BATHROOM METAL SIGN,2,,0.55,17618.0,United Kingdom
543182,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-04-02 10:40:00,2.46,,United Kingdom
571713,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,,7.46,,United Kingdom
564837,90003D,CRYSTAL PAIR HEART HAIR SLIDES,1,,3.73,,United Kingdom
497495,21986,PACK OF 12 PINK SPOT TISSUES ,48,2010-10-02 08:46:00,0.29,12932.0,United Kingdom
527403,22195,LARGE HEART MEASURING SPOONS,2,,1.65,15799.0,United Kingdom
507472,21718,RED METAL BEACH SPADE ,6,2010-10-05 11:20:00,1.25,17003.0,United Kingdom
503071,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,,1.25,14469.0,United Kingdom
495239,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,,1.66,,United Kingdom
499475,21923,RED/CREAM STRIPE FRINGE HAMMOCK,1,,7.95,15990.0,United Kingdom
496290,22380,TOY TIDY SPACEBOY  ,2,,4.21,,United Kingdom
567865,22947,WOODEN ADVENT CALENDAR RED,3,,16.95,17311.0,United Kingdom
534854,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,4,,2.55,16065.0,United Kingdom
563022,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-11-08 13:34:00,0.85,17248.0,United Kingdom
508529,22515,CHILDS GARDEN SPADE PINK,156,,1.59,18102.0,United Kingdom
547063,79190A,RETRO PLASTIC 70'S TRAY,3,,0.42,14769.0,United Kingdom
521787,22499,WOODEN UNION JACK BUNTING,3,2010-08-09 12:49:00,5.95,18075.0,United Kingdom
580043,23404,HOME SWEET HOME BLACKBOARD,2,2011-01-12 12:25:00,4.95,14527.0,United Kingdom
511279,21982,PACK OF 12 SUKI TISSUES ,24,2010-07-06 13:53:00,0.29,17412.0,United Kingdom
516263,21934,SKULL SHOULDER BAG,3,,1.65,17841.0,United Kingdom
536156,20676,RED RETROSPOT BOWL,1,,3.36,,United Kingdom
534811,22865,HAND WARMER OWL DESIGN,12,,2.1,16931.0,United Kingdom
543803,22525,CHILDRENS GARDEN GLOVES PINK,5,,1.25,17126.0,United Kingdom
501272,47591D,PINK FAIRY CAKE CHILD'S APRON,9,,1.95,13543.0,United Kingdom
490214,21622,VINTAGE UNION JACK CUSHION COVER,4,2009-04-12 12:11:00,4.95,13175.0,United Kingdom
573576,22811,SET OF 6 T-LIGHTS CACTI ,2,,5.79,14096.0,United Kingdom
580419,23282,FOLDING BUTTERFLY MIRROR IVORY ,4,2011-04-12 12:08:00,0.83,16283.0,United Kingdom
537773,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2010-08-12 12:36:00,2.95,16016.0,United Kingdom
572227,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,,1.25,15051.0,United Kingdom
564754,20707,CRAZY DAISY HEART DECORATION,5,,0.83,,United Kingdom
558642,23298,SPOTTY BUNTING,3,2011-01-07 09:47:00,4.95,17667.0,United Kingdom
563442,84879,ASSORTED COLOUR BIRD ORNAMENT,8,,1.69,17637.0,United Kingdom
493840,22080,RIBBON REEL SPOTS DESIGN ,20,2010-07-01 13:56:00,1.65,15874.0,United Kingdom
495804,84856L,LARGE TAHITI BEACH BAG,1,,11.87,,United Kingdom
541657,22087,PAPER BUNTING WHITE LACE,6,,2.95,16321.0,Australia
527124,48185,DOORMAT FAIRY CAKE,30,,6.75,14088.0,United Kingdom
562264,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-03-08 16:14:00,5.79,,United Kingdom
511651,84761,IVORY HANGING BIRD PLANTER ,8,2010-09-06 13:57:00,2.55,15570.0,United Kingdom
540551,46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,2011-10-01 09:43:00,4.21,,United Kingdom
559542,22620,4 TRADITIONAL SPINNING TOPS,3,2011-10-07 13:32:00,1.45,17126.0,United Kingdom
561079,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,,7.95,13956.0,United Kingdom
518509,20966,SANDWICH BATH SPONGE,5,2010-09-08 14:39:00,1.25,14498.0,United Kingdom
500918,84712B,PINK JEWELLED PHOTO FRAME,1,2010-11-03 10:30:00,7.62,,United Kingdom
520061,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,,2.51,,United Kingdom
498548,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3,,2.1,17400.0,United Kingdom
512121,20719,WOODLAND CHARLOTTE BAG,10,,0.85,16647.0,United Kingdom
528645,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,,4.95,15994.0,United Kingdom
501449,22358,KINGS CHOICE TEA CADDY ,6,,2.95,14210.0,United Kingdom
572696,22727,ALARM CLOCK BAKELIKE RED ,400,,3.39,17857.0,United Kingdom
491971,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,,6.04,,United Kingdom
553048,22367,CHILDRENS APRON SPACEBOY DESIGN,8,,1.95,14291.0,United Kingdom
515830,22704,WRAP RED APPLES ,25,,0.42,15530.0,United Kingdom
540508,22629,SPACEBOY LUNCH BOX ,3,2011-09-01 11:20:00,1.95,14810.0,United Kingdom
569714,23390,DOLLY GIRL MINI BACKPACK,1,2011-05-10 17:28:00,4.15,18033.0,United Kingdom
534517,22432,WATERING CAN PINK BUNNY,3,,1.95,16229.0,United Kingdom
571441,22896,PEG BAG APPLES DESIGN,1,,4.96,14096.0,United Kingdom
533133,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,,1.25,15850.0,United Kingdom
536638,84991,60 TEATIME FAIRY CAKE CASES,24,2010-02-12 11:41:00,0.55,16244.0,United Kingdom
571713,22068,BLACK PIRATE TREASURE CHEST,1,,3.29,,United Kingdom
577299,20719,WOODLAND CHARLOTTE BAG,10,,0.85,12498.0,Germany
536409,85099F,JUMBO BAG STRAWBERRY,1,2010-01-12 11:45:00,1.95,17908.0,United Kingdom
564356,21650,ASSORTED TUTTI FRUTTI BRACELET,1,,0.19,13969.0,United Kingdom
575952,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2,,0.42,16015.0,United Kingdom
580519,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-04-12 14:51:00,4.13,,United Kingdom
574945,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-08-11 08:18:00,1.25,15434.0,United Kingdom
581488,23111,PARISIENNE SEWING BOX,16,2011-09-12 09:45:00,10.4,17428.0,United Kingdom
562264,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-03-08 16:14:00,2.46,,United Kingdom
495925,22151,PLACE SETTING WHITE HEART,4,,0.42,17861.0,United Kingdom
528789,22847,BREAD BIN DINER STYLE IVORY,1,,16.95,14197.0,United Kingdom
535242,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,,1.25,15311.0,United Kingdom
581217,23177,TREASURE ISLAND BOOK BOX,1,2011-08-12 09:20:00,4.58,,United Kingdom
522997,17090A,LAVENDER INCENSE 40 CONES IN TIN,1,,1.25,16770.0,United Kingdom
499255,21363,HOME SMALL WOOD LETTERS,12,,4.95,13408.0,United Kingdom
563753,21987,PACK OF 6 SKULL PAPER CUPS,12,,0.65,12513.0,France
519687,22637,PIGGY BANK RETROSPOT ,6,,2.55,14112.0,United Kingdom
532798,21913,VINTAGE SEASIDE JIGSAW PUZZLES,3,,3.75,17544.0,United Kingdom
507292,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-07-05 14:28:00,2.51,,United Kingdom
491193,22064,PINK DOUGHNUT TRINKET POT ,24,2009-10-12 12:44:00,1.65,13091.0,United Kingdom
499498,84879,ASSORTED COLOUR BIRD ORNAMENT,8,,1.69,14396.0,United Kingdom
543399,22072,RED RETROSPOT TEA CUP AND SAUCER ,2,2011-08-02 11:07:00,7.46,,United Kingdom
569332,23201,JUMBO BAG ALPHABET,2,2011-03-10 13:46:00,2.08,12637.0,France
562612,22620,4 TRADITIONAL SPINNING TOPS,12,2011-08-08 12:00:00,1.45,16637.0,United Kingdom
513095,48187,DOOR MAT NEW ENGLAND,2,,7.49,15122.0,United Kingdom
521566,85028S,FRENCH CHATEAU SMALL FRUITBOWL,48,2010-07-09 10:54:00,1.25,13694.0,United Kingdom
511051,22560,TRADITIONAL MODELLING CLAY,2,2010-06-06 12:13:00,1.25,12911.0,United Kingdom
547510,20977,36 PENCILS TUBE WOODLAND,16,,1.25,15245.0,United Kingdom
516892,DOT,DOTCOM POSTAGE,1,,215.26,,United Kingdom
544887,22077,6 RIBBONS RUSTIC CHARM,5,,1.65,17364.0,United Kingdom
543399,21000,ROSE DU SUD COSMETICS BAG,1,2011-08-02 11:07:00,3.29,,United Kingdom
543293,21224,SET/4 SKULL BADGES,10,2011-07-02 11:20:00,1.25,17613.0,United Kingdom
528752,22623,BOX OF VINTAGE JIGSAW BLOCKS ,6,,4.95,16677.0,United Kingdom
496690,22253,6 CROCHET STRAWBERRIES,3,2010-03-02 13:09:00,1.25,14399.0,United Kingdom
537464,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-07-12 10:14:00,4.95,14907.0,United Kingdom
574963,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-08-11 10:27:00,0.65,12919.0,United Kingdom
547515,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,,7.9,13267.0,United Kingdom
575701,22816,CARD MOTORBIKE SANTA,48,2011-10-11 16:59:00,0.42,13396.0,United Kingdom
550619,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,,2.95,15717.0,United Kingdom
527696,22121,NOEL WOODEN BLOCK LETTERS ,1,,0.0,13554.0,United Kingdom
566221,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2011-09-09 16:13:00,20.79,,United Kingdom
523760,21484,CHICK GREY HOT WATER BOTTLE,8,,3.45,13851.0,United Kingdom
555552,23205,CHARLOTTE BAG VINTAGE ALPHABET ,1,2011-05-06 13:44:00,0.85,13610.0,United Kingdom
512554,72741,GRAND CHOCOLATECANDLE,9,,1.45,15005.0,United Kingdom
564838,90199C,5 STRAND GLASS NECKLACE CRYSTAL,1,,6.23,,United Kingdom
521486,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1,2010-06-09 13:36:00,4.21,,United Kingdom
513206,22083,PAPER CHAIN KIT RETRO SPOT,6,,2.95,16680.0,United Kingdom
576339,85053,FRENCH ENAMEL CANDLEHOLDER,1,,4.13,14096.0,United Kingdom
494019,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,2010-11-01 09:38:00,3.04,,United Kingdom
572318,23210,WHITE ROCKING HORSE HAND PAINTED,3,,1.25,15436.0,United Kingdom
501650,22386,JUMBO BAG PINK WITH WHITE SPOTS,1,,1.95,15858.0,United Kingdom
550471,23004,TRAVEL CARD WALLET PANTRY,1,,0.83,,United Kingdom
499973,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,3,2010-03-03 14:42:00,2.55,13595.0,United Kingdom
538524,22961,JAM MAKING SET PRINTED,12,,3.36,,United Kingdom
525221,35969,FOLKART CROWN TABLE DECORATIONS,2,2010-04-10 12:51:00,1.66,,United Kingdom
495443,22300,COFFEE MUG DOG + BALL DESIGN,6,,2.55,,United Kingdom
537603,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-07-12 12:49:00,1.25,14673.0,United Kingdom
548918,22899,CHILDREN'S APRON DOLLY GIRL ,12,2011-05-04 10:13:00,2.1,16105.0,United Kingdom
577090,20982,12 PENCILS TALL TUBE SKULLS,12,,0.85,13828.0,United Kingdom
527950,21533,RETROSPOT LARGE MILK JUG,1,,4.95,16795.0,United Kingdom
556093,22089,PAPER BUNTING VINTAGE PAISLEY,11,2011-08-06 15:26:00,4.13,,United Kingdom
506452,21361,LOVE LARGE WOOD LETTERS ,1,,12.75,15709.0,United Kingdom
505203,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,,3.36,,United Kingdom
575978,23472, NINE DRAWER OFFICE TIDY,6,,12.5,15903.0,United Kingdom
501277,22381,TOY TIDY PINK RETROSPOT  ,5,,2.1,18051.0,United Kingdom
569236,21810,CHRISTMAS HANGING STAR WITH BELL,2,2011-02-10 15:49:00,0.39,14432.0,United Kingdom
554840,21917,SET 12 KIDS  WHITE CHALK STICKS,24,,0.42,12684.0,France
527370,22812,PACK 3 BOXES CHRISTMAS PANNETONE,9,,1.95,14479.0,United Kingdom
491662,21822,GLITTER CHRISTMAS TREE WITH BELLS,3,,1.95,15169.0,United Kingdom
577483,22460,EMBOSSED GLASS TEALIGHT HOLDER,2,,1.25,14502.0,United Kingdom
570458,22109,FULL ENGLISH BREAKFAST PLATE,7,2011-10-10 15:39:00,3.75,14535.0,United Kingdom
550995,20727,LUNCH BAG  BLACK SKULL.,30,,1.65,16722.0,United Kingdom
527390,22041,"RECORD FRAME 7"" SINGLE SIZE ",10,,2.55,18112.0,United Kingdom
580907,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-06-12 13:13:00,1.25,13507.0,United Kingdom
518148,21115,ROSE CARAVAN DOORSTOP,2,2010-04-08 16:38:00,6.75,16334.0,United Kingdom
494016,84951B,S/4 BLACK LOVEBIRD COASTERS,10,2010-11-01 09:35:00,1.7,,United Kingdom
513372,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,,1.65,14911.0,EIRE
500866,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-10-03 13:01:00,1.95,16700.0,United Kingdom
566667,21400,RED PUDDING SPOON,24,,0.12,14660.0,United Kingdom
508504,21901,"KEY FOB , BACK DOOR ",10,,0.65,13451.0,United Kingdom
545895,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-07-03 17:14:00,3.29,,United Kingdom
552874,22383,LUNCH BAG SUKI DESIGN ,10,2011-12-05 09:40:00,1.65,12621.0,Germany
539642,21668,RED STRIPE CERAMIC DRAWER KNOB,2,,1.25,15867.0,United Kingdom
502854,82552,WASHROOM METAL SIGN,2,,1.25,13684.0,United Kingdom
512425,85129A,"WHITE PEARL BEADED HEART, SMALL",1,,1.25,14723.0,United Kingdom
511851,48129,DOOR MAT TOPIARY,2,2010-10-06 19:21:00,7.49,13542.0,United Kingdom
575298,22468,BABUSHKA LIGHTS STRING OF 10,1,2011-09-11 12:29:00,6.75,17841.0,United Kingdom
579492,21731,RED TOADSTOOL LED NIGHT LIGHT,36,,1.65,12670.0,France
566737,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,,2.1,13430.0,United Kingdom
499382,22381,TOY TIDY PINK RETROSPOT  ,1,,2.1,14646.0,Netherlands
516344,84406B,CREAM CUPID HEARTS COAT HANGER,8,,3.25,13874.0,United Kingdom
568991,23078,ICE CREAM PEN LIP GLOSS ,24,,1.25,18204.0,United Kingdom
566495,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,,0.42,15529.0,United Kingdom
518227,21621,VINTAGE UNION JACK BUNTING,1,2010-05-08 14:57:00,8.5,15271.0,United Kingdom
535858,85232B,SET OF 3 BABUSHKA STACKING TINS,3,,4.95,,EIRE
501700,22467,GUMBALL COAT RACK,1,,2.55,13230.0,United Kingdom
519462,22672,FRENCH BATHROOM SIGN BLUE METAL,12,,1.65,17511.0,United Kingdom
538346,22781,GUMBALL MAGAZINE RACK,2,2010-10-12 14:53:00,7.65,17865.0,United Kingdom
494870,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,,6.75,15998.0,United Kingdom
544998,20750,RED RETROSPOT MINI CASES,1,,7.95,14470.0,United Kingdom
551162,21977,PACK OF 60 PINK PAISLEY CAKE CASES,60,,0.42,12901.0,United Kingdom
530432,22349,DOG BOWL CHASING BALL DESIGN,6,2010-03-11 10:43:00,3.75,13562.0,United Kingdom
493067,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,,2.95,,United Kingdom
524100,21098,CHRISTMAS TOILET ROLL,8,,1.25,16330.0,United Kingdom
512589,15044C,PURPLE PAPER PARASOL,1,,5.91,,United Kingdom
